@relation veh-prime-edited

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute Class {noncar,car}

@data
0,-0.568,-0.623687,0.015531,-0.497089,0.088638,-0.042841,-0.819493,-0.703101,0.920985,-0.367465,-0.710472,0.629136,-0.640883,0.736993,0.111211,-0.584245,0.010229,-0.109557,-0.710587,-0.64274,-0.391955,-0.691276,-0.386769,-0.353459,-0.559322,0.44278,-0.220855,2.373935,-0.232081,0.006794,-0.857058,-0.889166,0.023389,-1.036796,0.427442,car
0.634,-1.54,-0.335884,-0.062353,-0.829409,0.088453,0.082346,-1.37268,-0.606324,-0.025687,-0.070691,-0.011469,-0.076449,-0.607367,0.651645,-0.136335,-0.723694,0.264127,0.913744,-0.0984,-0.520267,-0.526384,-0.677741,0.362843,-0.017843,-0.0594,1.401074,-0.87154,-0.044091,-0.128913,-0.537344,0.586557,-1.539724,0.839636,-1.593891,-0.153293,noncar
0.795,0.525,1.571028,0.14779,1.166618,0.23432,0.423268,1.443499,0.831713,-0.021805,0.458072,-0.179915,0.987461,1.670204,-1.444991,0.149192,1.653712,-0.650822,-0.380137,2.057475,1.367971,-0.005804,1.768516,0.147375,0.401754,1.297893,0.260686,-0.012997,-0.055026,0.51807,-0.477387,0.096263,-0.331285,0.03543,-0.075242,0.032869,car
-0.136,-0.932,-0.113785,-0.120103,-0.251077,-0.142984,-0.106616,-0.16301,0.922626,0.436513,0.075875,-0.02601,-0.045313,-0.775006,0.728422,0.249752,-0.952406,-0.17396,-0.096069,-0.069363,-0.62245,0.241451,-0.746251,0.408972,-0.079838,-0.08873,-0.350097,-0.031653,-1.080172,-0.749275,0.985501,-0.190812,0.222933,-0.724036,0.801659,0.060204,noncar
-0.872,0.525,0.707764,-0.794051,0.220504,-0.508532,0.486693,1.437001,1.552657,0.474855,-0.347095,0.250397,-0.018478,0.739685,-0.996808,0.126142,0.520307,0.57355,-0.065672,0.379231,0.542714,0.839781,0.715536,0.004511,0.004565,1.022676,0.296819,-0.140745,-0.471756,-0.202599,-0.0475,-0.563921,1.020269,0.029557,-0.085095,0.049202,noncar
0.002,0.282,1.610337,0.247753,1.067209,-0.094887,0.24856,-0.162118,-0.969218,-0.092442,0.326968,0.825804,0.110737,1.342583,-1.332861,0.931154,1.326245,0.007203,0.744222,1.822104,1.194939,0.028107,1.414019,0.627891,0.050213,1.404682,0.464128,0.058932,-0.614116,0.17323,0.611282,-0.755441,-0.68442,0.47554,-0.358259,-0.129959,car
-0,0.403,2.334123,0.035967,1.655133,0.122938,0.065095,1.720868,1.119522,-0.813012,0.552045,0.41677,0.025601,1.620267,-1.332277,-0.070586,1.716697,0.804815,0.029406,2.555387,1.147584,0.014252,1.653575,-0.083611,1.109308,1.226703,-0.347879,-0.24126,0.659887,0.966364,-0.044001,1.389442,-0.509999,-0.085005,0.38763,0.311031,car
0.577,-0.204,-0.969076,-0.346725,0.633996,0.236068,0.009451,0.664432,0.04448,-0.979136,-0.133789,0.214684,0.359386,0.193143,-0.430139,0.475574,0.16918,-0.195345,-0.135082,-0.796255,0.192261,-0.07023,0.079197,-0.550557,0.003075,-0.689553,-0.733524,-0.043298,-0.761291,-0.47641,-0.709671,1.100985,0.442369,0.175116,0.580321,-0.610965,car
-0.118,-2.511,-1.270676,-0.235519,-1.846728,-0.004352,0.030476,-1.659088,-0.964226,-0.279,-0.508546,0.871525,-0.447385,-1.261604,1.784689,-0.310388,-1.029306,0.148225,-0.100356,-1.311629,-1.733657,0.303546,-1.218578,-0.104344,-0.578689,-0.794557,1.274813,0.031941,-1.117343,0.04522,-0.762833,0.147979,-2.097376,-0.067,-1.530244,-0.178925,car
-0.176,-0.568,-0.518937,0.099189,0.477762,0.086765,0.036677,-0.579834,-0.066546,0.082844,0.544738,0.059269,0.047562,-0.579707,0.353807,-0.11064,-0.612533,-0.67424,0.041713,-0.194697,-0.641111,0.010715,-0.549887,-0.005459,-0.007371,-0.351654,0.014882,-0.781911,0.951721,-0.114369,-0.012997,1.215129,-0.340316,0.15098,0.446051,-0.058014,noncar
-0.383,0.889,1.398224,-0.879189,1.326954,-0.004854,-0.762167,1.007363,0.108437,-0.915524,0.217383,0.298797,0.127823,0.810283,-0.875453,0.378024,0.552108,0.0418,0.105222,0.968392,0.656877,0.03275,0.768776,-0.003463,-0.154935,1.036637,-0.646395,0.1153,-0.282849,-0.026247,-0.213685,-0.927462,0.301023,-0.777612,0.336293,-0.339148,car
0.239,-0.325,-1.082972,-0.494842,0.012728,0.081633,-0.006362,0.048599,-0.138762,0.219242,-0.198416,-0.305236,0.96393,0.05895,-0.364321,-0.001434,0.119136,0.011951,0.314504,-0.998055,0.255027,-0.33846,0.087,-0.007651,0.034235,-0.6734,-0.072333,-0.051053,-1.221288,0.016591,0.645526,-0.319279,-0.078003,0.583451,-0.252958,-0.003294,car
-0,-0.932,-0.792573,0.446454,-1.252486,-0.010106,-0.165452,-0.828249,0.057027,-0.064989,-0.30997,0.22986,-0.010068,-0.538887,0.524778,-0.115171,-0.593888,0.587221,-0.017649,-1.039069,-0.730013,0.035995,-0.63025,0.064132,-0.199527,-0.079543,1.291587,0.32491,-0.958719,-0.391009,-0.056738,-1.096841,-1.380671,0.004776,-1.327982,-0.452633,car
-0.006,1.253,1.191756,-0.207788,0.801733,-0.931918,-0.023809,1.157357,0.515455,0.033193,-0.827257,0.149322,-0.030591,1.162257,-1.300393,0.017023,1.323344,0.047419,0.819511,0.854654,1.254322,0.533522,1.22103,0.949945,0.077376,1.325765,0.466806,-0.018221,0.918862,0.640277,-0.233827,-0.889824,0.745405,-0.142641,-0.586461,0.265911,noncar
-0.489,-0.568,-0.241673,-0.284417,-0.910305,0.002829,-0.161542,-1.759901,-1.435488,0.041474,-0.3809,-0.100414,-0.964165,-0.588495,0.451378,-0.006829,-0.594693,0.123564,-0.016177,-0.143118,-0.53663,-0.064326,-0.660265,0.415798,-0.613929,0.537378,2.075695,0.786568,-0.079524,0.618054,-0.298466,-0.919525,-1.599048,0.398829,-1.739831,-0.078492,noncar
0.82,-0.811,0.174527,-0.130533,-0.757856,0.048426,-0.108185,-0.264265,0.563826,-0.421291,-0.458746,-0.043634,0.014031,-0.49625,0.352188,0.5473,-0.574936,0.532668,-0.018359,-0.115388,-0.43209,-0.043589,-0.534475,0.074048,-0.56251,0.435866,0.135552,-0.002858,-0.853256,-0.16727,-0.005825,-1.372706,-0.498997,-0.595326,-0.767392,0.623999,noncar
0.058,0.646,0.991139,0.037928,0.60159,0.273346,-0.277269,1.062718,0.371392,0.569128,-0.687759,-0.10615,-0.083483,1.148729,-1.297569,0.598447,1.312757,-0.200603,-0.635893,0.78091,1.431474,0.161273,1.357012,0.176553,-0.030752,1.164443,0.708086,-0.020241,-0.315104,-0.048096,-0.984305,-0.282057,0.392916,-0.873052,-0.917072,-0.086901,noncar
-0.063,0.039,-1.394765,-0.786296,-1.011989,0.021286,-0.074324,-1.232225,-0.967404,-0.625225,-0.433809,0.039956,-0.009966,-1.297431,1.39151,-0.052945,-1.047578,0.006864,0.06239,-1.0403,-1.063819,0.201016,-1.069656,0.16505,-0.136204,-1.782674,-0.910639,0.012412,-1.108508,0.717109,-0.000418,-1.152795,0.996684,0.415521,0.046139,0.076979,noncar
-0.001,-1.783,-0.725589,0.055104,-0.162384,0.087845,0.040572,-1.120177,-0.848968,0.042411,-0.352139,1.026318,0.331889,-0.620542,0.738327,0.048262,-0.565324,-0.051009,-0.26846,-0.954634,-0.492485,0.06421,-0.690892,-0.773346,0.528924,-0.956878,0.421493,-0.202056,0.270088,0.47456,-0.304779,2.000961,-1.276813,0.01881,-0.393723,-0.017573,car
0.263,-0.568,-0.808195,0.629253,-0.439765,0.332921,0.36597,0.559199,1.830751,-0.03685,-0.344292,-0.053083,-0.661559,-0.528704,0.380574,-0.28288,-0.585536,0.377707,0.043513,-0.790845,-0.486479,0.844681,-0.61643,0.027232,-0.407395,-0.888897,-0.022094,-0.674034,-0.646778,0.214903,0.574755,-0.505985,0.74866,-0.301756,0.150796,-0.002947,noncar
0,1.982,2.059774,0.386394,1.61712,0.053068,-0.021339,0.300462,-1.33726,0.143431,-0.664586,-0.152224,0.02295,2.78239,-2.007035,0.047694,2.808579,0.062998,0.021034,1.600636,2.91937,0.05826,3.137808,-0.050577,0.912689,2.52424,1.341668,0.790895,0.542281,-0.471052,0.020078,0.058429,-1.23757,-0.471525,-1.873705,-0.63885,noncar
-0.597,-0.568,-0.557638,0.170795,0.092756,0.440477,-0.006317,-0.849986,-0.432309,0.498126,0.091558,-0.017811,0.008415,-0.706356,0.560991,0.387416,-0.664667,0.088351,-0.043742,-0.144674,-0.550227,0.049513,-0.59437,-0.187461,-0.323426,-0.348318,-0.058031,0.063143,-0.626871,-0.030307,-0.674765,0.610456,-0.191571,-0.066774,0.583194,0.221959,noncar
0.245,-0.932,-1.213106,-0.045433,-1.478146,-0.106759,-0.050772,-1.547156,-1.035041,-0.027191,-0.755333,-0.067484,-0.230672,-1.462902,1.992799,-0.096588,-1.36192,-0.146997,-0.079124,-1.17416,-1.459554,0.149271,-1.29052,0.025257,-0.059664,-1.443238,-0.139633,-0.068476,-0.875015,0.302863,0.603042,-0.470774,-0.552163,-0.059461,-0.760192,0.188352,noncar
-0.002,-0.325,-0.4871,-0.403787,0.164542,-0.105038,-0.066287,1.273479,1.687069,0.051152,-0.547137,0.405832,-0.021318,0.082438,-0.41105,-0.034671,-0.192499,0.099676,-0.171021,-0.715517,-0.034946,0.013315,0.077156,-0.174942,0.065278,-0.368693,-0.426209,-0.094349,-0.715103,0.019184,-0.049052,-0.10122,1.13195,0.055222,0.732461,-0.661585,noncar
-0.151,-1.661,-1.256456,-0.175592,-1.599761,-0.376558,-0.216979,-1.548529,-0.895073,-0.040651,-0.65772,-0.931527,-0.105189,-1.335931,1.599442,0.692773,-1.076453,0.130606,-0.410987,-1.638446,-1.580073,-0.028691,-1.255369,0.529128,-0.068442,-1.344289,1.158489,0.013553,0.295243,-0.077571,0.026253,-0.72262,-1.793531,0.764091,-1.545206,-0.339807,car
-0.004,1.253,1.662093,0.382446,1.58243,0.992075,0.092147,1.612437,0.823811,-0.293148,0.584385,-0.026154,-0.678894,1.38173,-1.258941,0.734844,1.301696,-0.048847,0.237765,1.711055,1.436772,0.125526,1.520244,0.008895,-0.95498,1.573421,-0.204719,0.004737,-0.6827,1.043848,0.536875,-0.32043,-0.127598,-0.033007,0.482767,0.902321,car
0.002,0.039,-1.083686,0.074179,0.130432,-0.102088,-0.971594,-0.293169,-0.915583,0.062601,0.106227,0.121436,-0.104961,0.046545,-0.225075,0.30835,-0.252465,0.102404,0.364149,-1.229816,0.218323,0.394928,-0.194477,-0.215014,0.357555,-0.609867,-0.406185,0.056138,0.601993,-0.396469,0.02981,0.257349,0.248677,0.030743,-0.062355,0.714001,car
0.14,1.253,1.16721,-0.054,1.146466,0.001042,-0.077874,0.658388,-0.451529,-0.242761,0.090904,-0.008436,0.069556,0.934462,-1.026476,0.077406,0.922823,0.145556,0.702927,0.726158,0.863908,-0.019442,0.785391,0.33427,-0.669516,1.754055,-0.260533,0.143653,0.705629,1.042544,-0.174764,-0.306986,0.356232,-0.046002,0.308387,0.056169,car
-0.03,0.039,0.579335,0.111865,0.292278,0.037359,0.010626,-0.210783,0.270196,-0.60667,0.273305,-0.30321,0.609132,-0.330943,0.3116,-0.045894,-0.197588,-0.499404,-0.103587,0.918089,-0.377833,0.094137,-0.431543,0.328222,0.021168,0.371915,0.360407,0.791082,-0.592482,0.934122,0.044871,0.261486,-0.793883,-0.02302,-0.023217,-0.038284,noncar
0.101,-1.175,-0.064898,-0.069735,-0.972265,-0.03267,0.513237,-0.479682,0.546254,0.006101,-0.522402,0.228588,-0.47638,-0.650484,0.619651,-0.01859,-0.520723,-0.87982,0.198245,-0.258502,-0.738475,0.60251,-0.7415,-0.32548,0.227712,0.013634,0.177285,-0.149743,-0.83259,-0.005463,-0.211872,-1.119172,-0.869382,0.006513,-1.039349,0.062681,noncar
0.006,0.403,0.885041,-0.182473,1.669162,0.012412,1.033708,1.254207,0.476504,-0.774683,0.356913,-0.04542,0.920541,1.325124,-1.328656,0.012318,1.276935,0.167536,-0.478302,0.571168,1.291237,0.102835,1.419467,0.009606,-0.004679,1.303174,-0.015049,-0.401992,0.231941,-0.583538,-0.565188,1.810641,-0.174352,-0.017238,0.119724,0.265386,car
0.475,-0.568,-0.444976,-0.032046,-0.156791,0.258729,0.622021,-0.423003,0.043222,-0.7146,-0.582105,0.187933,0.840598,-0.737753,0.723238,-0.045399,-0.531314,-0.187998,0.399639,-0.665168,-0.773808,0.135303,-0.757838,0.156837,0.048963,-0.190824,0.285077,0.061279,2.155489,0.055025,-0.067599,-0.05376,-0.57432,0.207792,-0.817646,-0.214368,car
0.007,-0.932,-0.312857,-0.986772,-0.901573,0.141894,0.468142,-0.462548,0.163312,-0.049745,-0.336521,-0.781204,-0.100318,-0.599553,0.367467,0.040677,-0.555917,-0.34692,-0.71489,-0.415542,-0.279286,0.116141,-0.581144,0.815063,0.041617,-0.339607,0.363935,-0.035805,-0.503859,-0.085144,0.065899,-0.51997,-0.144914,0.033215,-0.430518,-0.074145,noncar
0.001,0.16,0.242677,-0.01601,1.405782,0.439678,0.51253,1.478894,0.789282,0.272226,0.13535,-0.789256,-0.422824,0.910975,-1.038411,0.017878,1.047219,-0.01124,-0.025091,0.052669,1.047499,-0.439164,0.951486,0.285732,-0.056399,0.817642,-0.44488,0.216246,-0.28172,0.680569,-0.628416,2.763713,0.274127,0.058064,0.840066,-0.148561,car
-0.171,-0.811,-0.25718,0.679907,-1.069957,-0.113976,-0.342875,-1.366596,-0.731311,-0.201781,-0.655726,-0.014261,-0.087104,-0.61433,0.532504,-0.807225,-0.605023,0.695795,-0.027994,-0.344484,-0.5501,-0.722343,-0.717157,0.353169,0.754537,-0.130134,1.909175,-0.065685,-0.525565,0.049697,0.021853,-0.063821,-1.590836,-0.550175,-1.767117,-0.074967,noncar
0.613,-1.418,0.080076,-0.115286,-0.983088,-0.093379,-0.011407,2.437776,8.194693,0.062064,9.444874,0.227714,-0.068282,-0.672567,0.501328,-0.066205,-0.593691,-0.370713,-0.067248,-0.353858,1.514396,0.894295,-0.570138,-0.170643,-0.002426,0.229617,6.220536,0.362606,-1.088635,1.085066,0.022751,-1.228641,-1.360655,0.384536,-1.430187,0.874212,noncar
0.055,0.16,-0.444696,-0.073677,0.217538,-0.018462,0.124353,0.169719,0.561369,-0.048014,-0.001373,-0.099417,0.401278,-0.513307,0.361062,-0.689713,-0.557558,0.00338,0.018342,-0.246563,-0.600712,-0.038529,-0.558327,0.08187,0.069085,-0.720797,-1.030642,0.109161,0.944475,-0.290523,-0.016997,-0.942507,1.106627,-0.239113,1.099597,-0.068734,noncar
-0.001,0.039,-0.520657,0.630013,-0.862263,-0.113687,-0.00817,-0.546423,0.288388,1.004995,-0.387145,-0.000953,0.532797,-1.266548,1.41507,0.250607,-0.973089,-0.131032,0.088935,-0.39677,-1.092067,-0.035713,-1.066775,-0.225147,0.049227,-0.459734,-0.508028,0.052128,1.620796,-0.033446,0.045296,-0.866797,0.446362,0.504344,-0.012451,-0.248699,noncar
-0.001,-0.204,-1.090345,0.026224,-1.407328,0.124515,0.109887,-1.235156,0.015558,-0.418912,-0.751512,0.915635,0.165998,-1.670698,2.21856,0.265681,-1.29076,0.062663,0.02245,-1.163574,-1.727644,-0.90958,-1.381252,-0.562905,0.021359,-1.264779,-0.063641,-0.115596,1.507919,0.584477,-0.109927,-0.936354,0.215642,0.321452,-0.178847,-0.028636,noncar
0.183,1.011,0.006796,0.061674,0.136944,0.013916,-0.068701,0.892317,0.415728,0.527474,-0.782218,0.212888,0.37346,0.742409,-1.007191,-0.264812,0.572799,0.104481,-0.343828,-0.150196,1.147565,0.03742,0.74882,0.225326,0.113259,-0.185982,0.774402,0.070057,-1.26638,-0.185985,-0.015393,1.641413,0.620247,-0.077369,-0.666082,0.049502,noncar
0.287,1.739,1.448265,1.003449,1.315641,-0.204093,0.331005,0.959526,0.344631,-0.053661,0.290993,-0.57616,-0.694257,1.545339,-1.458715,-0.095432,1.759642,0.734862,0.64518,1.366198,1.048187,-0.607868,1.539221,-0.793305,-0.161137,1.17763,0.156607,-0.041011,0.961046,0.975431,-0.633539,-0.316944,-0.104392,0.078579,0.45965,-0.677329,car
0.002,0.646,0.275767,-0.026529,1.454503,-0.045323,-0.065254,1.268336,0.226518,0.928004,0.514201,0.287565,-0.135134,0.784633,-0.835976,-0.950414,0.963283,-0.010683,0.652732,0.305317,0.753292,0.225191,0.780579,0.616639,-0.959405,-0.479598,-0.999685,0.823121,-1.264641,0.109922,0.732072,2.429044,0.907058,0.015414,1.191047,-0.049967,car
-0.001,-1.054,-0.927966,-0.018526,-0.339809,0.27004,0.74525,-0.528158,-0.375436,-0.043254,-0.08059,-0.727423,-0.038114,-0.551141,0.538986,0.092612,-0.644519,-0.026152,-0.650877,-1.055974,-0.36256,0.037664,-0.639353,-0.208079,0.013675,-1.252992,-0.014863,0.758661,-1.300124,-0.051782,0.378181,0.335484,-0.794273,-0.016714,-0.351371,0.714922,car
-0.011,-1.661,-0.175963,0.042253,-0.888937,-0.131619,-0.280666,-0.928113,-0.274931,0.112014,-0.087658,-0.054907,0.153084,-0.657921,0.548156,0.528755,-0.563876,0.092723,0.492992,-0.271856,-0.691095,0.002511,-0.517973,-0.315493,0.023781,0.01921,0.94906,-0.012349,0.125032,0.014302,-0.025087,-0.009805,-1.463035,-0.595458,-1.503137,0.04591,noncar
-0.903,0.646,0.479829,0.330653,-0.208026,0.041348,-0.004641,0.875094,0.925568,-0.071547,-0.597363,0.068147,0.043696,0.488785,-0.764235,0.134951,0.526102,0.618548,0.012363,0.279553,0.333398,-0.549877,0.425313,0.788336,-0.002469,-0.11416,0.180811,0.00639,-0.166362,0.048045,-0.405264,-0.533297,0.92601,-0.10554,-0.071341,0.007923,noncar
0.086,-0.568,-0.804252,-0.760832,-0.221391,-0.588702,-0.688222,-0.311399,0.326973,-0.669457,0.108647,0.211645,0.514295,-0.742957,0.65283,0.001596,-0.604628,-0.296988,-0.004147,-0.515142,-0.602406,0.374159,-0.712941,0.023176,-0.771938,-0.988888,-0.348973,0.96756,-1.267589,-0.013121,0.048065,-0.870182,0.273387,0.241569,0.586174,-0.942686,noncar
-0.006,0.039,0.480988,0.017546,0.079292,-0.013357,-0.435853,-0.19201,0.312252,-0.852264,0.28746,0.283321,0.000633,-0.501992,0.194742,0.279451,-0.613144,-0.147306,-0.262053,0.353768,-0.32327,0.026385,-0.412585,-0.375393,0.909643,0.389636,0.222045,-0.153303,-0.518191,-0.058247,0.036937,0.182568,-0.638356,0.398582,0.052743,-0.001121,noncar
-0.454,-2.025,-1.157112,-0.80581,-0.533148,0.044807,0.085634,-0.692203,-0.260385,-0.37687,-0.437784,-0.178453,0.115293,-0.674056,0.571188,0.057729,-0.579983,0.059878,0.037173,-1.184248,-0.724589,-0.017611,-0.681601,0.082571,0.587465,-1.155402,0.986924,-0.054388,1.895491,0.011988,0.001516,0.768155,-1.25728,0.893876,-1.206528,-0.110404,car
-0.013,-0.69,-1.627549,-0.738767,-2.056694,0.028928,0.057369,-1.403706,-0.479137,0.22396,-0.811968,-0.030647,-0.417398,-1.595508,2.278381,0.61309,-1.443984,0.9299,-0.03744,-1.748337,-1.731846,0.01241,-1.349023,0.274162,-0.583105,-1.195314,0.240723,0.482284,2.945748,-0.214546,0.172869,-0.925109,-1.120661,-0.04517,-1.120533,-0.12295,car
0.874,-0.082,-0.315809,-0.034498,0.114189,-0.082781,-0.033835,-1.135676,-1.00389,0.160176,0.295359,0.460902,0.413544,-0.393473,0.356189,-0.008902,-0.545569,0.142467,0.098737,0.35353,-0.428384,0.792575,-0.579624,-0.153216,-0.220795,-0.328086,0.343824,0.019146,1.090499,0.087205,-0.005171,0.013856,-0.815511,-0.796693,0.060803,0.034294,noncar
0.245,0.16,0.321156,-0.096679,0.418995,-0.405364,0.016605,-0.197855,0.354109,-0.90651,0.511556,0.043949,-0.01607,-0.320715,0.274116,0.080691,-0.179474,-0.018239,0.823619,0.536978,-0.468746,0.406827,-0.401706,-0.075675,-0.757663,0.30754,-0.226364,0.699898,1.111295,-0.499156,0.042073,0.074523,0.030355,-0.016945,0.268673,0.420874,noncar
-0.718,0.768,-0.012929,-0.585424,1.20473,-0.116117,0.099952,1.198112,0.391326,0.354707,-0.144951,-0.383172,-0.09688,0.939671,-1.312598,-0.002504,0.941572,0.235215,0.042755,0.035973,1.383832,0.300757,0.969943,0.444439,-0.162526,0.406081,-0.090745,-0.089453,-0.33195,0.058418,-0.073683,-0.819173,-0.054584,0.129218,-0.184136,-0.49339,car
-0.015,1.861,1.272555,0.389312,1.683448,0.778898,-0.017666,1.533547,0.889866,-0.050994,0.753055,-0.00447,-0.303713,1.583601,-1.303551,-0.292019,1.659714,0.184215,0.265986,1.510569,1.231555,-0.061595,1.602921,-0.030757,-0.659432,1.136199,-0.087056,0.070448,1.334155,0.359431,-0.02986,1.617513,-0.057589,0.000488,0.72096,0.93813,car
-0.003,-1.054,-0.174478,-0.123712,-1.116323,-0.110063,0.271019,-1.255405,-0.750577,-0.301912,-0.109348,-0.190894,-0.0812,-0.55929,0.603978,-0.04915,-0.663297,-0.916324,0.038121,-0.310448,-0.675253,-0.022394,-0.697067,0.016177,-0.234616,-0.043122,1.282127,-1.023608,0.557366,0.110149,0.338025,0.119947,-1.47819,-0.119697,-1.620399,0.059256,noncar
-0.037,-0.082,0.597341,0.06725,-0.206508,0.003153,0.556708,0.417379,0.3495,0.050998,-0.421929,-0.068464,0.147271,0.165865,-0.4526,0.946068,0.148748,0.049169,0.126534,0.69781,0.036839,-0.066305,0.128227,-0.05516,-0.9249,0.594615,-0.32901,0.974987,-0.224249,-0.016121,0.466695,-0.293865,1.305817,-0.044167,0.739265,-0.1488,noncar
0.518,-0.568,-1.325071,0.109089,-1.760597,0.426537,0.014344,-1.511519,-1.221761,0.793912,-0.803656,0.448393,0.094142,-1.040812,1.128547,0.733214,-1.033093,-0.172906,0.017462,-1.5503,-1.183522,-0.070396,-0.89,0.63153,0.470239,-0.816837,0.768866,0.024019,2.000293,0.03563,-0.505602,0.122072,-0.799802,0.229952,-1.450629,-0.587166,car
0.541,-0.447,0.53062,0.900322,-0.17238,0.053344,-0.001407,-0.847296,-0.284299,0.115016,0.462978,-0.059057,0.073094,-0.220741,0.233815,-0.814581,-0.223499,0.024111,0.061997,0.881907,-0.52151,0.117929,-0.376802,-0.084127,0.255639,0.289026,0.453323,0.817342,0.775486,-0.190374,-0.040749,-0.15793,-0.973679,0.768495,-0.474177,-0.00214,noncar
-0.519,-0.204,-0.804179,0.876333,-0.023472,-0.021781,0.002578,-0.145144,0.250405,-0.95822,0.15581,0.009283,0.056883,-0.666966,0.519266,-0.12014,-0.59037,-0.127819,0.012539,-0.576694,-0.6727,-0.418381,-0.662339,-0.586118,0.045448,-1.131504,-1.196852,-0.087673,0.551821,-0.34818,0.003982,-1.397128,1.698741,-0.105454,1.440581,0.392171,noncar
0.094,-0.447,-1.414809,-0.069206,-1.652657,-0.600096,-0.259979,-1.156469,-0.583811,0.042965,-0.434734,0.093639,-0.01731,-1.47723,1.946752,-1.023011,-1.350609,-0.028733,-0.027204,-1.509599,-1.651683,0.124894,-1.270175,-0.452174,-0.470692,-1.29286,-0.500286,-0.012945,3.242646,0.001616,-0.186632,1.147429,0.079738,-0.03803,-0.053961,0.026049,car
-0,-1.054,0.061959,-0.562712,-0.667086,0.064942,-0.095663,-0.569791,0.155919,0.02496,-0.053838,-0.141445,-0.037215,-0.82785,0.545411,0.343423,-0.605453,0.848645,0.047196,-0.07191,-0.650308,-0.603253,-0.692548,-0.07174,-0.041992,0.222031,-0.050127,0.438794,-0.895907,0.110145,0.029885,-1.041633,-0.294542,0.504225,0.032645,-0.022215,noncar
0.493,-0.447,0.247131,-0.029648,-0.106172,-0.121395,0.068304,-0.735935,0.063982,0.08854,0.546312,0.16185,-0.100433,-0.322349,0.197014,0.003374,-0.275092,0.04763,0.15845,0.483481,-0.630583,-0.196391,-0.511556,-0.530455,0.003504,0.472681,0.209356,0.187097,2.142821,-0.003178,-0.864295,-0.629669,-0.565011,0.697198,-0.399979,0.094094,noncar
-0,-0.568,-0.426402,-0.413872,-0.73231,-0.02742,-0.059221,-0.601569,0.029933,0.873223,-0.289874,-0.222221,0.633798,-0.636567,0.547044,0.011499,-0.524802,0.122263,-0.494293,-0.370471,-0.325118,0.596848,-0.702753,0.92466,-0.489756,-0.679251,0.391229,-0.427087,-0.847264,-0.030077,0.03791,-0.771939,-0.494016,-0.193242,-0.903497,-0.136275,noncar
0.008,-1.054,-0.675688,0.033803,-0.968677,0.617544,0.152591,-0.39789,0.331509,0.120067,2.927341,-0.065645,-0.386654,-0.64039,0.53066,-0.340342,-0.517972,0.494255,0.949558,-0.609711,-0.549582,-0.120527,-0.650298,-0.024073,0.056096,-0.594564,0.258262,0.163218,-0.091665,0.121801,-0.472776,0.422409,-0.822635,-0.134955,-0.523526,0.032636,noncar
0.636,0.403,0.077457,0.328579,0.340943,-0.032684,0.092823,0.16921,0.612479,-0.023995,0.393836,0.33296,0.030823,-0.31141,0.25914,-0.064215,-0.265174,0.318902,0.105199,0.695051,-0.503291,-0.03874,-0.417593,-0.360495,0.240083,-0.559043,-0.700819,0.650701,0.317665,-0.007287,-0.006209,-0.079115,0.566791,-0.87805,0.58238,-0.007546,noncar
0.055,0.768,0.420754,0.150127,0.720699,0.092182,-0.061687,1.211182,0.820212,0.22254,-0.307606,-0.365068,-0.83554,0.830047,-1.07408,-0.430141,0.916342,0.40783,-0.447422,0.166732,0.972495,0.085948,0.93415,-0.042697,-0.174312,0.78465,0.093737,-0.346582,0.111649,-0.144393,-0.016778,-0.140864,0.490704,-0.421287,-0.259271,0.041673,noncar
-0.031,0.768,0.178279,0.693595,1.441045,-0.02345,0.914738,0.419154,-0.23444,-0.004097,0.082503,-0.530228,-0.06349,0.833788,-0.972511,0.317042,1.045759,-0.021562,0.048673,-0.066895,1.063562,0.060709,0.67545,0.943024,0.247516,0.717549,0.02626,0.118296,1.348182,0.004913,-0.876762,0.010685,-0.063723,-0.071945,0.153833,-0.290946,car
0.005,-0.932,-1.460909,0.122464,-0.343433,0.319258,-0.059098,-0.136114,-0.292827,-0.101931,-0.397478,0.068692,-0.969976,-0.613618,0.518908,-0.14109,-0.537056,-0.028858,-0.127258,-1.317647,-0.520471,0.356508,-0.610453,-0.026492,0.477444,-1.359248,-0.89095,0.491902,-1.267428,-0.05356,0.034652,2.142509,1.234479,0.561666,1.04439,-0.289719,car
